0.0 0.0 0.001
0.11 383.45783094818813 63.13861454503917
0.235 753.2005441527272 19.167280315774313
0.365 975.3700569506541 33.94293204727818
0.45 1218.4827887774568 43.47939058494791
0.47 1142.0489753339405 56.910763737216435
0.49 1133.4933233687884 47.74418285453256
0.51 1160.3359734244716 41.061053003899595
0.53 1283.9764475188201 89.81724243323221
0.55 1279.3375648697197 75.28912016481078
0.57 1169.4817324534476 91.74734902434989
0.59 1207.3804399047692 90.78489437846115
0.61 1359.6251042315528 109.50268354132909
0.63 1325.7253749534812 146.18850414232597
0.65 1438.7769882337652 64.89613911112068
2.2225 1477.5411602879258 258.79157454888974
